37.8003,-122.43202
37.80118,-122.42465
37.7964,-122.42364
37.78698,-122.42175
37.78172,-122.42066
37.77619,-122.41958
37.77186,-122.41837
37.76926,-122.41795
37.76853,-122.40675
37.7568,-122.40362
37.74254,-122.40699
37.7284,-122.40325
37.71431,-122.39763
37.69951,-122.39316
37.68527,-122.38991
37.67193,-122.39107
37.66259,-122.40107
37.65289,-122.40718
37.64046,-122.40594
37.62843,-122.40289
37.61624,-122.3988
37.61516,-122.38976
37.61701,-122.38438
37.61772,-122.38516
37.61771,-122.38532
37.61646,-122.3883
37.61616,-122.39804
37.62988,-122.40241
37.64411,-122.40615
37.65815,-122.40551
37.66889,-122.39353
37.68166,-122.38884
37.69393,-122.39161
37.70694,-122.39454
37.7191,-122.39956
37.73165,-122.40465
37.74523,-122.40494
37.75706,-122.40356
37.76847,-122.40607
37.7686,-122.40625
37.77269,-122.41017

